Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG,npxG,xA,npxG+xA,xG_90,xA_90,xG+xA_90,npxG_90,npxG+xA_90
Teun Koopmeiners\a26fb8aa,nl NED,MF,Atalanta,it Serie A,23-313,1998,14,9,838,9.3,2,1,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,0.6,0.6,1.6,2.2,0.07,0.17,0.24,0.07,0.24
Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,fr Ligue 1,36-119,1985,11,11,933,10.4,0,1,0,0,0,2,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Odilon Kossonou\1f3afdcb,ci CIV,DF,Leverkusen,de Bundesliga,21-003,2001,15,11,1001,11.1,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,0,0,0.6,0.7,0,0.06,0.06,0,0.06
Filip Kostić\b1cd37e6,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,29-067,1992,16,15,1358,15.1,3,6,3,0,0,1,0,0.2,0.4,0.6,0.2,0.6,1.1,1.1,5.7,6.9,0.08,0.38,0.45,0.08,0.45
Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,fr Ligue 1,25-021,1996,19,19,1691,18.8,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,1.5,1.5,1.1,2.6,0.08,0.06,0.14,0.08,0.14
Nianzou Kouassi\5853ac44,fr FRA,DFMF,Bayern Munich,de Bundesliga,19-214,2002,9,1,159,1.8,0,1,0,0,0,0,0,0,0.57,0.57,0,0.57,0,0,0.3,0.4,0.03,0.18,0.21,0.03,0.21
Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,30-201,1991,14,14,1235,13.7,2,1,2,0,0,2,1,0.15,0.07,0.22,0.15,0.22,1.5,1.5,0.1,1.6,0.11,0,0.12,0.11,0.12
Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,es La Liga,23-056,1998,16,16,1413,15.7,0,1,0,0,0,1,1,0,0.06,0.06,0,0.06,0.3,0.3,1.1,1.4,0.02,0.07,0.09,0.02,0.09
Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,fr Ligue 1,24-267,1997,15,15,1315,14.6,1,0,1,0,0,3,1,0.07,0,0.07,0.07,0.07,0.7,0.7,0.1,0.9,0.05,0.01,0.06,0.05,0.06
Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,eng Premier League,32-017,1989,17,15,1320,14.7,0,1,0,0,0,0,0,0,0.07,0.07,0,0.07,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05
Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,eng Premier League,27-246,1994,13,10,936,10.4,2,5,2,0,0,2,0,0.19,0.48,0.67,0.19,0.67,1.2,1.2,2.1,3.3,0.12,0.2,0.31,0.12,0.31
Viktor Kovalenko\9d60028d,ua UKR,MF,Spezia,it Serie A,25-327,1996,12,11,847,9.4,1,2,1,0,0,2,0,0.11,0.21,0.32,0.11,0.32,0.2,0.2,0.6,0.7,0.02,0.06,0.08,0.02,0.08
Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,eng Premier League,27-158,1994,7,6,542,6,0,1,0,0,0,2,0,0,0.17,0.17,0,0.17,0.1,0.1,0.6,0.7,0.02,0.09,0.12,0.02,0.12
Alex Král\e717705a,cz CZE,MF,West Ham,eng Premier League,23-233,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,30-202,1991,16,14,1282,14.2,2,7,2,0,0,2,0,0.14,0.49,0.63,0.14,0.63,5.1,5.1,4.6,9.7,0.36,0.32,0.68,0.36,0.68
Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,30-322,1991,7,4,390,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.04,0.04,0.08,0.04,0.08
Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,fr Ligue 1,24-174,1997,15,5,426,4.7,1,1,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,1.6,1.6,0.6,2.1,0.33,0.12,0.45,0.33,0.45
Julian Kristoffersen\b804c280,no NOR,FW,Salernitana,it Serie A,24-242,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0.61,0.61,0.61
Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,32-003,1990,13,13,1102,12.2,1,3,1,0,0,2,0,0.08,0.25,0.33,0.08,0.33,1.5,1.5,2.1,3.6,0.12,0.17,0.29,0.12,0.29
Florian Krüger\f9f92b5f,de GER,FWMF,Arminia,de Bundesliga,22-328,1999,14,4,455,5.1,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.4,0.4,0.9,1.2,0.07,0.17,0.24,0.07,0.24
Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,33-279,1988,17,17,1530,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rade Krunić\817c6964,ba BIH,MFFW,Milan,it Serie A,28-092,1993,14,10,864,9.6,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,0.8,0.8,0.4,1.2,0.08,0.04,0.12,0.08,0.12
Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,de Bundesliga,33-294,1988,13,13,1005,11.2,3,3,1,2,2,1,0,0.27,0.27,0.54,0.09,0.36,3.3,1.7,3.3,5,0.29,0.29,0.59,0.16,0.45
Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,29-130,1992,15,14,1234,13.7,1,0,1,0,0,2,0,0.07,0,0.07,0.07,0.07,1,1,0.5,1.5,0.07,0.04,0.11,0.07,0.11
Takefusa Kubo\16aa3654,jp JPN,MFFW,Mallorca,es La Liga,20-217,2001,10,6,564,6.3,1,0,1,0,0,1,0,0.16,0,0.16,0.16,0.16,1,1,0.7,1.7,0.16,0.11,0.26,0.16,0.26
Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,eng Premier League,34-315,1987,15,13,1182,13.1,1,0,1,0,0,4,1,0.08,0,0.08,0.08,0.08,1.4,1.4,0.1,1.5,0.11,0.01,0.12,0.11,0.12
Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,fr Ligue 1,20-190,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.45,0,0.45,0.45,0.45
Dejan Kulusevski\df3cda47,se SWE,FWMF,Juventus,it Serie A,21-257,2000,17,4,667,7.4,0,3,0,0,0,1,0,0,0.4,0.4,0,0.4,1.6,1.6,1.2,2.8,0.21,0.17,0.38,0.21,0.38
Marash Kumbulla\a40819d9,al ALB,DF,Roma,it Serie A,21-333,2000,7,4,304,3.4,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.05,0.01,0.06,0.05,0.06
Fabian Kunze\d25fee56,de GER,MF,Arminia,de Bundesliga,23-207,1998,13,7,677,7.5,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,fr Ligue 1,24-273,1997,16,15,1347,15,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.5,0.9,0.02,0.04,0.06,0.02,0.06
Giorgos Kyriakopoulos\0a483542,gr GRE,DFFW,Sassuolo,it Serie A,25-336,1996,13,6,620,6.9,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,0.4,0.4,1.5,1.9,0.06,0.22,0.28,0.06,0.28
Andrea La Mantia\c375dfa5,it ITA,FWMF,Empoli,it Serie A,30-246,1991,8,1,169,1.9,1,0,1,0,0,0,0,0.53,0,0.53,0.53,0.53,0.7,0.7,0.1,0.8,0.35,0.06,0.42,0.35,0.42
Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,fr Ligue 1,27-249,1994,4,4,341,3.8,3,0,3,0,0,1,0,0.79,0,0.79,0.79,0.79,1.8,1.8,0.5,2.3,0.48,0.12,0.59,0.48,0.59
Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,fr Ligue 1,27-249,1994,15,15,1305,14.5,6,4,6,0,0,1,0,0.41,0.28,0.69,0.41,0.69,8.1,8.1,2.7,10.8,0.56,0.19,0.74,0.56,0.74
Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,eng Premier League,30-224,1991,15,10,864,9.6,3,3,2,1,2,0,0,0.31,0.31,0.62,0.21,0.52,4.1,2.6,1,3.5,0.43,0.1,0.53,0.27,0.37
Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,fr Ligue 1,19-347,2002,3,3,244,2.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,de Bundesliga,21-276,2000,14,14,1226,13.6,0,0,0,0,0,3,2,0,0,0,0,0,0.7,0.7,0.1,0.8,0.05,0.01,0.06,0.05,0.06
Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,22-349,1999,19,19,1710,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,es La Liga,32-063,1989,18,18,1613,17.9,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,1.1,1.1,0,1.1,0.06,0,0.06,0.06,0.06
Konrad Laimer\c1b7847c,at AUT,MF,RB Leipzig,de Bundesliga,24-225,1997,12,5,439,4.9,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,0.9,0.9,0.4,1.3,0.18,0.09,0.27,0.18,0.27
Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,de Bundesliga,29-133,1992,5,4,263,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,1,1,0.02,0.33,0.35,0.02,0.35
Diego Lainez\bf12926c,mx MEX,FWMF,Betis,es La Liga,21-212,2000,3,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Lallana\99813635,eng ENG,MF,Brighton,eng Premier League,33-242,1988,17,15,1309,14.5,0,1,0,0,0,4,0,0,0.07,0.07,0,0.07,1.1,1.1,0.5,1.6,0.08,0.04,0.11,0.08,0.11
Vassilis Lambropoulos\591477c9,gr GRE,DF,Bochum,de Bundesliga,31-282,1990,13,13,1168,13,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.2,0.01,0,0.01,0.01,0.01
Érik Lamela\abe66106,ar ARG,FW,Sevilla,es La Liga,29-309,1992,12,5,604,6.7,4,1,4,0,0,4,0,0.6,0.15,0.75,0.6,0.75,1.8,1.8,1,2.8,0.26,0.15,0.42,0.26,0.42
Sam Lammers\c283ddef,nl NED,FW,Eint Frankfurt,de Bundesliga,24-252,1997,8,4,359,4,1,0,1,0,0,0,0,0.25,0,0.25,0.25,0.25,1.2,1.2,0.1,1.4,0.31,0.03,0.35,0.31,0.35
Sam Lammers\c283ddef,nl NED,FW,Atalanta,it Serie A,24-252,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,eng Premier League,21-099,2000,12,7,676,7.5,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,0.4,0.4,0.9,1.3,0.06,0.12,0.17,0.06,0.17
Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,eng Premier League,28-326,1993,14,5,591,6.6,4,1,2,2,2,0,0,0.61,0.15,0.76,0.3,0.46,1.8,0.3,1.6,1.9,0.28,0.25,0.53,0.05,0.3
Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,27-225,1994,17,17,1450,16.1,2,0,2,0,0,5,1,0.12,0,0.12,0.12,0.12,2.7,2.7,0.2,2.9,0.17,0.01,0.18,0.17,0.18
Julien Laporte\f066022d,fr FRA,DF,Lorient,fr Ligue 1,28-064,1993,18,18,1541,17.1,2,0,2,0,0,4,0,0.12,0,0.12,0.12,0.12,0.6,0.6,0.4,1,0.03,0.02,0.06,0.03,0.06
Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,fr Ligue 1,21-006,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Lasagna\09538fdb,it ITA,FWMF,Hellas Verona,it Serie A,29-150,1992,13,6,511,5.7,1,2,1,0,0,0,0,0.18,0.35,0.53,0.18,0.53,1.4,1.4,1,2.4,0.25,0.18,0.43,0.25,0.43
Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,28-057,1993,15,15,1350,15,1,0,1,0,0,5,0,0.07,0,0.07,0.07,0.07,0.5,0.5,0,0.5,0.03,0,0.04,0.03,0.04
Bryan Lasme\ebac0ace,fr FRA,FWMF,Arminia,de Bundesliga,23-054,1998,14,4,509,5.7,1,0,1,0,0,2,0,0.18,0,0.18,0.18,0.18,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09
Paul Lasne\542cc80f,fr FRA,MF,Brest,fr Ligue 1,32-356,1989,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.12,0,0.12,0.12,0.12
Toni Lato\8e088e04,es ESP,DF,Valencia,es La Liga,24-047,1997,6,4,354,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Armand Lauriente\2d22cea7,fr FRA,FW,Lorient,fr Ligue 1,23-034,1998,16,12,1048,11.6,4,0,3,1,1,1,0,0.34,0,0.34,0.26,0.26,3.5,2.7,1.8,4.5,0.3,0.15,0.45,0.23,0.38
Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,it Serie A,31-114,1990,19,17,1517,16.9,0,3,0,0,0,2,0,0,0.18,0.18,0,0.18,1.9,1.9,1.7,3.7,0.11,0.1,0.22,0.11,0.22
Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,it Serie A,28-039,1993,16,6,709,7.9,1,0,1,0,0,1,0,0.13,0,0.13,0.13,0.13,0.4,0.4,0.4,0.7,0.05,0.05,0.09,0.05,0.09
Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,fr Ligue 1,19-098,2002,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,fr Ligue 1,23-261,1998,19,10,903,10,5,2,5,0,0,0,0,0.5,0.2,0.7,0.5,0.7,3.6,3.6,2,5.6,0.36,0.2,0.56,0.36,0.56
Enzo Le Fée\6f806d99,fr FRA,MF,Lorient,fr Ligue 1,21-338,2000,18,13,1115,12.4,0,2,0,0,0,0,0,0,0.16,0.16,0,0.16,0.6,0.6,1.4,2,0.05,0.11,0.16,0.05,0.16
Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,fr Ligue 1,32-084,1989,16,16,1440,16,1,0,1,0,0,1,0,0.06,0,0.06,0.06,0.06,0.8,0.8,1.3,2.1,0.05,0.08,0.13,0.05,0.13
Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,fr Ligue 1,32-088,1989,8,7,650,7.2,1,0,1,0,0,4,0,0.14,0,0.14,0.14,0.14,0.3,0.3,0.1,0.3,0.04,0.01,0.05,0.04,0.05
Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,es La Liga,25-057,1996,19,19,1710,19,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.3,0.3,0.1,0.4,0.02,0.01,0.02,0.02,0.02
Rafael Leão\20730eae,pt POR,FW,Milan,it Serie A,22-211,1999,16,13,1117,12.4,5,2,5,0,0,1,0,0.4,0.16,0.56,0.4,0.56,4.5,4.5,1.2,5.7,0.36,0.1,0.46,0.36,0.46
Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,36-108,1985,18,18,1575,17.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,28-328,1993,19,19,1710,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,eng Premier League,28-227,1993,14,11,982,10.9,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,2,0.09,0.09,0.18,0.09,0.18
Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,es La Liga,30-049,1991,12,3,300,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,0.13,0.17,0.31,0.13,0.31
Maxim Leitsch\7e12a98d,de GER,DF,Bochum,de Bundesliga,23-234,1998,5,3,278,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,it Serie A,34-363,1987,18,8,784,8.7,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Florian Lejeune\6eaed4eb,fr FRA,DF,Alavés,es La Liga,30-232,1991,12,12,1079,12,0,0,0,0,0,6,1,0,0,0,0,0,0.4,0.4,0.2,0.5,0.03,0.01,0.04,0.03,0.04
Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,es La Liga,28-248,1993,19,17,1490,16.6,0,2,0,0,0,2,0,0,0.12,0.12,0,0.12,0.2,0.2,1.9,2.1,0.01,0.12,0.13,0.01,0.13
Thomas Lemar\4dbd0916,fr FRA,MF,Atlético Madrid,es La Liga,26-056,1995,13,10,866,9.6,3,4,3,0,0,2,0,0.31,0.42,0.73,0.31,0.73,2,2,2.7,4.7,0.21,0.28,0.49,0.21,0.49
Félix Lemaréchal\8ca9415f,ci CIV,MF,Monaco,fr Ligue 1,18-153,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Lemina\2b471f99,ga GAB,MF,Nice,fr Ligue 1,28-128,1993,18,15,1258,14,1,0,1,0,0,3,0,0.07,0,0.07,0.07,0.07,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05
Fabien Lemoine\54d51e22,fr FRA,MF,Lorient,fr Ligue 1,34-297,1987,10,10,805,8.9,0,1,0,0,0,3,0,0,0.11,0.11,0,0.11,0.1,0.1,0.8,0.9,0.01,0.09,0.1,0.01,0.1
Tim Lemperle\792ffa71,de GER,FWMF,Köln,de Bundesliga,19-336,2002,4,0,69,0.8,1,0,1,0,0,0,0,1.3,0,1.3,1.3,1.3,0.4,0.4,0.1,0.5,0.55,0.08,0.64,0.55,0.64
Ruben Lendinez\755da865,es ESP,DF,Valencia,es La Liga,18-299,2003,2,0,33,0.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,es La Liga,26-204,1995,10,4,414,4.6,0,1,0,0,0,2,0,0,0.22,0.22,0,0.22,0,0,0.6,0.6,0.01,0.13,0.14,0.01,0.14
Aaron Lennon\2ff964a0,eng ENG,MFFW,Burnley,eng Premier League,34-266,1987,8,3,267,3,1,0,1,0,0,1,0,0.34,0,0.34,0.34,0.34,0.2,0.2,0,0.2,0.08,0,0.08,0.08,0.08
Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,29-309,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Lenz\bbd86530,de GER,DF,Eint Frankfurt,de Bundesliga,27-107,1994,6,3,350,3.9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.05,0.05,0,0.05
Léo Leroy\fcc84a07,fr FRA,MF,Montpellier,fr Ligue 1,21-327,2000,10,2,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0.01,0.05,0.05,0.05
Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,de Bundesliga,33-139,1988,17,17,1448,16.1,19,1,16,3,3,1,0,1.18,0.06,1.24,0.99,1.06,16.7,14.4,3.8,18.2,1.04,0.24,1.28,0.9,1.13
Jamie Leweling\13fe7b69,de GER,FWMF,Greuther Fürth,de Bundesliga,20-315,2001,17,8,807,9,3,1,3,0,0,3,0,0.33,0.11,0.45,0.33,0.45,2.1,2.1,0.6,2.7,0.24,0.07,0.3,0.24,0.3
Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,eng Premier League,23-347,1998,5,4,262,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Luca Lezzerini\c9c32262,it ITA,GK,Venezia,it Serie A,26-289,1995,2,2,135,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Ben Lhassine Kone\7452c7a8,ci CIV,MF,Torino,it Serie A,21-299,2000,1,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.09,0.09,0,0.09
Yanis Lhery\cc972842,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,18-245,2003,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.46,0,0.46,0.46,0.46
Dimitri Liénard\f7691f63,fr FRA,DFMF,Strasbourg,fr Ligue 1,33-328,1988,17,9,896,10,1,2,1,0,0,1,0,0.1,0.2,0.3,0.1,0.3,0.7,0.7,1,1.7,0.08,0.1,0.17,0.08,0.17
Philipp Lienhart\302527b2,at AUT,DF,Freiburg,de Bundesliga,25-180,1996,17,17,1521,16.9,4,0,4,0,0,1,0,0.24,0,0.24,0.24,0.24,2,2,0,2,0.12,0,0.12,0.12,0.12
Matthijs de Ligt\d6e53a3a,nl NED,DF,Juventus,it Serie A,22-148,1999,16,15,1383,15.4,1,0,1,0,0,0,0,0.07,0,0.07,0.07,0.07,1.2,1.2,0.3,1.4,0.08,0.02,0.09,0.08,0.09
Isaac Lihadji\57a46f3f,fr FRA,MFDF,Lille,fr Ligue 1,19-272,2002,6,0,84,0.9,0,2,0,0,0,0,0,0,2.14,2.14,0,2.14,0,0,0.5,0.6,0.05,0.57,0.62,0.05,0.62
Anderson Lima\59be3a74,br BRA,MF,Lazio,it Serie A,22-106,1999,3,0,52,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0,0.09,0.09,0.09
Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,27-174,1994,13,12,1087,12.1,0,2,0,0,0,2,0,0,0.17,0.17,0,0.17,0.1,0.1,0.4,0.5,0.01,0.04,0.04,0.01,0.04
Jesper Lindstrøm\37dc1a48,dk DEN,MFFW,Eint Frankfurt,de Bundesliga,21-312,2000,15,12,889,9.9,4,2,4,0,0,0,0,0.4,0.2,0.61,0.4,0.61,3,3,2.8,5.8,0.31,0.29,0.59,0.31,0.59
Karol Linetty\d023d70f,pl POL,MFFW,Torino,it Serie A,26-339,1995,13,10,757,8.4,0,0,0,0,0,2,0,0,0,0,0,0,0.9,0.9,1.2,2.1,0.11,0.15,0.25,0.11,0.25
Jesse Lingard\810e3c74,eng ENG,FW,Manchester Utd,eng Premier League,29-023,1992,8,0,95,1.1,2,0,2,0,0,0,0,1.89,0,1.89,1.89,1.89,0.3,0.3,0.1,0.4,0.28,0.09,0.37,0.28,0.37
Pol Lirola\ff800ed8,es ESP,DFMF,Marseille,fr Ligue 1,24-147,1997,15,10,825,9.2,1,1,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,0.8,0.8,1.6,2.3,0.09,0.17,0.26,0.09,0.26
Valentino Livramento\afed6722,eng ENG,DF,Southampton,eng Premier League,19-056,2002,18,18,1615,17.9,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,0.6,0.6,1.4,2,0.04,0.08,0.11,0.04,0.11
Dejan Ljubicic\c455a2b2,at AUT,MFFW,Köln,de Bundesliga,24-091,1997,14,13,1078,12,1,0,1,0,0,2,0,0.08,0,0.08,0.08,0.08,0.4,0.4,2.1,2.5,0.03,0.18,0.21,0.03,0.21
Javier Llabrés\38b0cf42,,FW,Mallorca,es La Liga,,,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Llorente\bba30585,es ESP,DF,Leeds United,eng Premier League,28-144,1993,14,14,1176,13.1,1,0,1,0,0,5,0,0.08,0,0.08,0.08,0.08,0.3,0.3,0.1,0.4,0.02,0,0.03,0.02,0.03
Marcos Llorente\02c15616,es ESP,MFDF,Atlético Madrid,es La Liga,26-342,1995,13,13,1077,12,0,1,0,0,0,1,0,0,0.08,0.08,0,0.08,0.3,0.3,1.2,1.5,0.03,0.1,0.13,0.03,0.13
Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,35-012,1986,18,18,1620,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.03,0.03,0,0.03
Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,eng Premier League,25-273,1996,8,2,221,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.4,0.3,0.26,0.56,0.3,0.56
Julen Lobete\a952a529,es ESP,FWMF,Real Sociedad,es La Liga,21-111,2000,11,2,267,3,2,0,2,0,0,0,0,0.67,0,0.67,0.67,0.67,1.5,1.5,0,1.5,0.49,0,0.5,0.49,0.5
Stanislav Lobotka\e1cbb531,sk SVK,MF,Napoli,it Serie A,27-043,1994,8,7,618,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.02,0.02,0,0.02
Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,eng Premier League,28-061,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.45,0,0.45,0.45,0.45
Manuel Locatelli\a8a874f1,it ITA,MF,Juventus,it Serie A,23-364,1998,20,14,1379,15.3,2,1,2,0,0,3,0,0.13,0.07,0.2,0.13,0.2,1.6,1.6,1,2.6,0.11,0.07,0.17,0.11,0.17
Banzouzi Locko\6bf7cabe,fr FRA,DFMF,Reims,fr Ligue 1,19-246,2002,7,1,223,2.5,1,0,1,0,0,1,0,0.4,0,0.4,0.4,0.4,0,0,0.1,0.2,0.02,0.06,0.07,0.02,0.07
Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,es La Liga,23-274,1998,15,5,529,5.9,0,1,0,0,0,1,0,0,0.17,0.17,0,0.17,0.3,0.3,1.1,1.3,0.04,0.18,0.23,0.04,0.23
Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,eng Premier League,25-349,1996,12,7,697,7.7,0,2,0,0,0,1,0,0,0.26,0.26,0,0.26,0.9,0.9,0.8,1.7,0.12,0.1,0.22,0.12,0.22
Shane Long\9f472354,ie IRL,FWMF,Southampton,eng Premier League,34-350,1987,3,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.26,0,0.26,0.26,0.26
